TYPE,DATE,START TIME,END TIME,USAGE (kWh),NOTES
Electric usage,2025-06-19,03:30,03:59,0.90
Electric usage,2025-06-19,04:00,04:29,0.90
Electric usage,2025-06-19,04:30,04:59,0.89
Electric usage,2025-06-19,05:00,05:29,0.97
Electric usage,2025-06-19,05:30,05:59,0.91
Electric usage,2025-06-19,06:00,06:29,0.90
Electric usage,2025-06-19,06:30,06:59,0.92
Electric usage,2025-06-19,07:00,07:29,0.99
Electric usage,2025-06-19,07:30,07:59,0.89
Electric usage,2025-06-19,08:00,08:29,1.65
Electric usage,2025-06-19,08:30,08:59,2.23
Electric usage,2025-06-19,09:00,09:29,2.06
Electric usage,2025-06-19,09:30,09:59,2.90
Electric usage,2025-06-19,10:00,10:29,1.76
Electric usage,2025-06-19,10:30,10:59,2.00
Electric usage,2025-06-19,11:00,11:29,1.64
Electric usage,2025-06-19,11:30,11:59,2.19
Electric usage,2025-06-19,12:00,12:29,2.32
Electric usage,2025-06-19,12:30,12:59,2.15
Electric usage,2025-06-19,13:00,13:29,2.45
Electric usage,2025-06-19,13:30,13:59,2.02
Electric usage,2025-06-19,14:00,14:29,1.75
Electric usage,2025-06-19,14:30,14:59,2.06
Electric usage,2025-06-19,15:00,15:29,1.60
Electric usage,2025-06-19,15:30,15:59,1.64
Electric usage,2025-06-19,16:00,16:29,2.11
Electric usage,2025-06-19,16:30,16:59,2.18
Electric usage,2025-06-19,17:00,17:29,2.28
Electric usage,2025-06-19,17:30,17:59,3.21
Electric usage,2025-06-19,18:00,18:29,2.47
Electric usage,2025-06-19,18:30,18:59,2.22
Electric usage,2025-06-19,19:00,19:29,2.50
Electric usage,2025-06-19,19:30,19:59,1.58
Electric usage,2025-06-19,20:00,20:29,2.23
Electric usage,2025-06-19,20:30,20:59,2.16
Electric usage,2025-06-19,21:00,21:29,3.77
Electric usage,2025-06-19,21:30,21:59,3.96
Electric usage,2025-06-19,22:00,22:29,3.47
Electric usage,2025-06-19,22:30,22:59,2.95
Electric usage,2025-06-19,23:00,23:29,2.89
Electric usage,2025-06-19,23:30,23:59,1.42
Electric usage,2025-06-20,00:00,00:29,1.40
Electric usage,2025-06-20,00:30,00:59,0.84
Electric usage,2025-06-20,01:00,01:29,0.84
Electric usage,2025-06-20,01:30,01:59,0.83
Electric usage,2025-06-20,02:00,02:29,0.85
Electric usage,2025-06-20,02:30,02:59,0.85
Electric usage,2025-06-20,03:00,03:29,0.84
Electric usage,2025-06-20,03:30,03:59,0.84
Electric usage,2025-06-20,04:00,04:29,0.85
Electric usage,2025-06-20,04:30,04:59,0.86
Electric usage,2025-06-20,05:00,05:29,0.84
Electric usage,2025-06-20,05:30,05:59,0.84
Electric usage,2025-06-20,06:00,06:29,0.90
Electric usage,2025-06-20,06:30,06:59,1.05
Electric usage,2025-06-20,07:00,07:29,0.86
Electric usage,2025-06-20,07:30,07:59,0.81
Electric usage,2025-06-20,08:00,08:29,0.85
Electric usage,2025-06-20,08:30,08:59,0.87
Electric usage,2025-06-20,09:00,09:29,0.85
Electric usage,2025-06-20,09:30,09:59,0.86
Electric usage,2025-06-20,10:00,10:29,0.93
Electric usage,2025-06-20,10:30,10:59,1.04
Electric usage,2025-06-20,11:00,11:29,1.68
Electric usage,2025-06-20,11:30,11:59,2.44
Electric usage,2025-06-20,12:00,12:29,1.89
Electric usage,2025-06-20,12:30,12:59,2.01
Electric usage,2025-06-20,13:00,13:29,1.24
Electric usage,2025-06-20,13:30,13:59,1.01
Electric usage,2025-06-20,14:00,14:29,1.16
Electric usage,2025-06-20,14:30,14:59,1.15
Electric usage,2025-06-20,15:00,15:29,1.24
Electric usage,2025-06-20,15:30,15:59,1.93
Electric usage,2025-06-20,16:00,16:29,1.39
Electric usage,2025-06-20,16:30,16:59,1.37
Electric usage,2025-06-20,17:00,17:29,2.02
Electric usage,2025-06-20,17:30,17:59,1.29
Electric usage,2025-06-20,18:00,18:29,1.54
Electric usage,2025-06-20,18:30,18:59,1.23
Electric usage,2025-06-20,19:00,19:29,1.54
Electric usage,2025-06-20,19:30,19:59,1.10
Electric usage,2025-06-20,20:00,20:29,2.01
Electric usage,2025-06-20,20:30,20:59,3.61
Electric usage,2025-06-20,21:00,21:29,3.58
Electric usage,2025-06-20,21:30,21:59,3.35
